Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['performance criterion', 'integrated absolute error', 'step load disturbance', 'integrating processes', 'equal robustness', 'complementary sensitivity function']","['simple dead-time', 'dead-time compensator', 'sensitivity function', 'PID controllers', 'dead-time margin', 'performance criterion', 'Performance comparison', 'plant input', 'absolute error', 'complementary sensitivity', 'step load', 'load disturbance', 'integrating processes', 'provide equal', 'integrated absolute', 'fair comparison', 'equal robustness', 'compensating controllers', 'LRB', 'RRB', 'PID', 'dead-time', 'DTC', 'Performance', 'function', 'controllers', 'simple', 'IAE', 'compensator', 'sensitivity', 'comparison', 'absolute', 'robustness', 'question', 'error', 'input', 'considered']",0.08108108108108109,0.5,0.13953488372093023,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3615294783990711,0.11021705582393987
"['local features', 'edge detection', 'texture segmentation', 'neighborhood operation', 'overlapping windows', 'matrix formulation', 'accumulation moments']","['Local moments', 'texture segmentation', 'uncorrelated noise', 'neighborhood operation', 'local geometric', 'attracted attention', 'edge detection', 'main reason', 'inherently integral-based', 'computed inside', 'inside overlapping', 'overlapping windows', 'matrix formulation', 'paper presents', 'local features', 'Efficient computation', 'integral-based features', 'moments Local', 'geometric moments', 'moments computed', 'accumulation moments', 'local', 'moments', 'computation', 'Efficient', 'features', 'convolution', 'segmentation', 'noise', 'operation', 'masks', 'account', 'simple', 'geometric', 'attracted', 'attention', 'applications']",0.1891891891891892,1.0,0.3181818181818182,7,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40111241263812153,0.14246099851076968
"['robust stabilization', 'nonlinear uncertainties', 'uncertain dynamical systems', 'state feedback']","['state feedback', 'adaptive robust', 'robust state', 'feedback control', 'control scheme', 'closed-loop systems', 'robust stabilization', 'practical engineering', 'simulations show', 'Adaptive state', 'scheme ensures', 'linear time-varying', 'resulting closed-loop', 'uncertain dynamical', 'exponentially practically', 'unknown bounds', 'linear systems', 'asymptotically stable', 'practically stable', 'time-varying systems', 'dynamical systems', 'systems exponentially', 'nonlinear uncertainties', 'systems', 'state', 'feedback', 'robust', 'Adaptive', 'control', 'scheme', 'Finally', 'class', 'uncertainties', 'linear', 'bounds', 'disturbance', 'closed-loop']",0.08108108108108109,0.75,0.14634146341463414,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.3239185382123937,0.07938175866868566
"['image sources', 'watermarking', 'capacity limits', 'statistical model', 'distortion constraints', 'wavelet statistical models', 'geometric attacks', 'distortion measures']","['image watermarking', 'data-hiding capacity', 'data hider', 'Previous theoretical', 'Closed-form expressions', 'statistical model', 'information-theoretic model', 'fundamental capacity', 'capacity limits', 'data-hiding systems', 'data hiding', 'sparse-model approximations', 'host image', 'image sources', 'wavelet statistical', 'compute data-hiding', 'theoretical results', 'uncompressed host-image', 'distortion constraints', 'host-image sources', 'geometric attacks', 'distortion measures', 'capacity', 'image', 'data', 'model', 'attacker', 'watermarking', 'statistical', 'hider', 'Previous', 'Closed-form', 'sources', 'distortion', 'attacks', 'block-DCT', 'paper']",0.1891891891891892,0.875,0.3111111111111111,8,37,0.0,0.0,0.0,0.1,0.125,0.11111111111111112,0.06666666666666667,0.125,0.08695652173913045,0.4573464587633563,0.1961485745614035
"['subspace identification approach', 'principal component analysis', 'system observability subspace', 'subspace model identification']","['principal component', 'subspace identification', 'EIV formulation', 'component analysis', 'Standard PCA', 'identification approach', 'model identification', 'proposed PCA', 'PCA naturally', 'PCA based', 'analysis Principal', 'MOESP algorithm', 'proposed subspace', 'observability subspace', 'subspace model', 'identification method', 'based subspace', 'sensor faults', 'system observability', 'system matrices', 'order determination', 'approach based', 'monitoring complex', 'naturally falls', 'resembles total', 'system order', 'identification algorithm', 'complex industrial', 'industrial processes', 'multiple variables', 'instrumental variables', 'achieve consistent', 'real industrial', 'consistent model', 'model estimates', 'diagnosing process', 'process input']",0.0,0.0,0.0,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29247414619275136,0.0975609756097561
"['highway traffic', 'tollbooths', 'toll collection', 'waiting time', 'reduced speed', 'saturated flow', 'lane expansion', 'vehicle queuing', 'numerical simulations']","['travel time', 'highway traffic', 'traffic flow', 'tollbooth increases', 'numerical results', 'saturated flow', 'waiting time', 'analytical formulas', 'numerical simulations', 'first-order phase', 'phase transition', 'phase separation', 'separation results', 'obtain analytical', 'analytical expressions', 'Nagel-Schreckenberg model', 'reduced speed', 'fundamental diagram', 'toll collection', 'plateau region', 'lane expansion', 'full capacity', 'vehicle queuing', 'short-distance travelers', 'highway', 'traffic', 'time', 'tollbooths', 'examined', 'variance', 'effects', 'flow', 'travel', 'influence', 'observed', 'numerical', 'phase']",0.24324324324324326,1.0,0.391304347826087,9,37,0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,0.13333333333333333,0.2222222222222222,0.16666666666666669,0.4785501070506472,0.21017274199757663
"['incorrect banking data', 'statistical mechanism apparatus']","['Bagsik Oscillator', 'so-called Bagsik', 'LRB', 'RRB', 'recently published', 'totally deterministic', 'complex numbers', 'erroneous due', 'incorrect banking', 'banking data', 'statistical mechanism', 'mechanism apparatus', 'Bagsik', 'Oscillator', 'Sladkowski', 'Piotrowski', 'recently', 'deterministic', 'complex', 'numbers', 'argue', 'analysis', 'so-called', 'published', 'erroneous', 'due', 'incorrect', 'banking', 'data', 'application', 'statistical', 'mechanism', 'apparatus', 'processes', 'totally']",0.0,0.0,0.0,2,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2345350139058422,0.05405405405405406
"['scale consistency', 'space consistency', 'edge preservation', 'image multiresolution decomposition', 'redundant wavelet transform', 'image edges', 'gradient magnitudes', 'shrinkage function', 'geometric constraints']","['image denoising', 'preserve edges', 'gradient magnitudes', 'modeled probabilistically', 'wavelet transform', 'wavelet domain', 'wavelet coefficients', 'shrinkage function', 'resolution level', 'assembled based', 'paper proposes', 'multiresolution decomposition', 'implicitly located', 'geometric constraints', 'proposed technique', 'technique produces', 'homogeneous regions', 'applications include', 'redundant wavelet', 'model obtained', 'filtered version', 'well-defined edges', 'space consistency', 'Adaptive image', 'whilst image', 'image presegmentation', 'edge preservation', 'image multiresolution', 'image noise', 'original image', 'include image', 'image edges', 'image', 'edges', 'denoising', 'wavelet', 'LRB']",0.16216216216216217,0.6666666666666666,0.26086956521739135,9,37,0.0,0.0,0.0,0.1,0.1111111111111111,0.10526315789473685,0.2,0.3333333333333333,0.25,0.4846951887390566,0.18996980385869275
"['resonant grounding systems', 'compensation coil tuning', 'fault detection']","['describe RESFAL', 'fault detection', 'resonant grounding', 'Verifying resonant', 'authors describe', 'software tool', 'compensation coil', 'coil tuning', 'network resonant', 'distribution network', 'grounding systems', 'RESFAL', 'distribution systems', 'resonant', 'grounding', 'Verifying', 'detection', 'distribution', 'systems', 'authors', 'describe', 'software', 'tool', 'check', 'behavior', 'network', 'regard', 'compensation', 'coil', 'tuning', 'fault']",0.03225806451612903,0.3333333333333333,0.0588235294117647,3,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2799954249948834,0.07171717171717172
"['cellular automata model', 'population', 'biological ageing', 'restraining effect', 'lattice', 'wolves', 'sheep', 'predation']","['Penna model', 'Verhulst factor', 'automata model', 'Danuta Makowiec', 'cellular automata', 'Makowiec gave', 'model based', 'predation based', 'bit-string model', 'improved model', 'restraining factor', 'movable wolves', 'single-species asexual', 'biological ageing', 'restraining effect', 'planar lattice', 'sheep fluctuate', 'quantity increases', 'asexual bit-string', 'results show', 'model', 'Penna', 'Verhulst', 'factor', 'populations', 'automata', 'cellular', 'predation', 'based', 'wolves', 'restraining', 'lattice', 'sheep', 'quantity', 'LRB', 'RRB', 'Danuta']",0.16216216216216217,0.75,0.26666666666666666,8,37,0.2,0.125,0.15384615384615385,0.3,0.375,0.33333333333333326,0.26666666666666666,0.5,0.3478260869565218,0.546280706553897,0.2707936266631919
"['edge detection', 'geometrical characteristics', 'probability factor', 'double thresholding technique', 'spatial domain filtering', 'pixel similarity', 'gradient amplitudes', 'gradient phases', 'edge connectivity', 'dynamic range compression', 'wavelet correlation', 'probabilistic formulation', 'final edge probability image', 'adaptive filters', 'approximation images', 'matched filters', 'image noise', 'noise suppression']","['spatially adaptive', 'probability image', 'edge probability', 'Combining spatial', 'scale-space approach', 'probability factor', 'gradient amplitudes', 'geometrical characteristics', 'scale-space techniques', 'priori knowledge', 'improved double', 'double thresholding', 'probabilistic formulation', 'results obtained', 'significant reduction', 'quantitatively compared', 'computer generated', 'generated noisy', 'adaptive wavelet-based', 'thresholding technique', 'assigned based', 'gradient phases', 'dynamic range', 'range compression', 'wider range', 'matched filters', 'permit significant', 'scale-space domains', 'adaptive filters', 'wavelet-based noise', 'pixels belong', 'pixel similarity', 'noise-filtering algorithm', 'noise suppression', 'suppression algorithms', 'filters permit', 'frequency domain']",0.24324324324324326,0.5,0.3272727272727273,18,37,0.2,0.05555555555555555,0.08695652173913045,0.3,0.16666666666666666,0.21428571428571427,0.26666666666666666,0.2222222222222222,0.2424242424242424,0.6169771640827889,0.3276423101706529
"['parameter derivation process', 'parameter matching', 'power system simulation', 'control simulation']","['Deriving model', 'test measurements', 'generator modelling', 'field test', 'major component', 'generator control', 'control simulation', 'power system', 'system simulation', 'generating plant', 'derivation process', 'plant electric', 'electric generator', 'model parameters', 'parameter derivation', 'parameter matching', 'power plant', 'LSB', 'RSB', 'generator', 'simulation', 'power', 'plant', 'process', 'Deriving', 'measurements', 'modelling', 'parameter', 'model', 'field', 'test', 'control', 'major', 'component', 'system', 'generating', 'purpose']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3124490502487808,0.07732371794871795
"['multilane traffic model', 'traffic dispersion model', 'road users', 'dynamic evolution', 'variance equation']","['dispersion model', 'Boltzmann equation', 'traffic flow', 'model derived', 'Multiplying Boltzmann', 'multilane domain', 'two-dimensional space', 'second-order moment', 'Poisson equation', 'traffic model', 'vehicular Boltzmann', 'traffic dispersion', 'multilane traffic', 'nonlinear Poisson', 'gas-kinetic model', 'moment functions', 'dynamic traffic', 'variance equation', 'multiclass multilane', 'systematic self-consistent', 'road users', 'Modeling self-consistent', 'self-consistent multi-class', 'multi-class dynamic', 'users share', 'dynamic evolution', 'systematic gas-kinetic', 'equilibrium assumption', 'finite section', 'chain rules', 'derive continuity', 'individual velocity', 'driving behavior', 'car-following theory', 'previous researches', 'physical meaning', 'model']",0.08108108108108109,0.6,0.14285714285714288,5,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.2,0.1,0.3750911273600213,0.11683760683760683
"['interaction metaphor', 'deformable surfaces', 'interactive segmentation', 'sensory feedback', 'tubular structure', 'deformable surface']","['volume data', 'manual initialization', 'sensory feedback', 'haptic device', 'tubular structure', 'deformable surfaces', 'volume segmentation', 'virtual reality-based', 'reality-based interaction', 'interaction metaphor', 'major bottleneck', 'multi-modal system', 'additional sensory', 'obtained path', 'varying diameter', 'initial guess', 'semi-automatic segmentation', 'interactive segmentation', 'volume', 'segmentation', 'deformable', 'Based', 'interactive', 'medical', 'data', 'mouse-based', 'manual', 'represents', 'feedback', 'haptic', 'structure', 'generated', 'surfaces', 'paradigms', 'present', 'virtual', 'reality-based']",0.13513513513513514,0.8333333333333334,0.23255813953488372,6,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3674648736086621,0.10768153021442495
