Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['multilane traffic model', 'traffic dispersion model', 'road users', 'dynamic evolution', 'variance equation']","['vehicular boltzmann equation', 'traffic dispersion model', 'multilane domain', 'self-consistent multi-class dynamic traffic flow', 'road users', 'two-dimensional space', 'second-order moment functions', 'users', 'kinds', 'finite section', 'motion', 'concept', 'vehicles', 'dynamic evolution', 'addition', 'interaction', 'equilibrium assumption', 'density', 'driving behavior', 'continuity', 'motorcyclists', 'car-following theory', 'lanes', 'reason', 'systematic gas-kinetic model', 'chain rules', 'zeroth', 'nonlinear poisson equation', 'individual velocity', 'physical meaning', 'square', 'previous researches', 'study']",0.09090909090909091,0.6,0.15789473684210525,5,33,0.4,0.4,0.4000000000000001,0.2,0.4,0.26666666666666666,0.2,0.6,0.3,0.5637269991244069,0.28
"['interaction metaphor', 'deformable surfaces', 'interactive segmentation', 'sensory feedback', 'tubular structure', 'deformable surface']","['interactive 3d volume segmentation', 'manual initialization', 'deformable surfaces', 'additional sensory feedback', 'medical 3d volume data', 'mouse-based', 'cylinder', 'process', 'major bottleneck', 'path', 'new virtual reality-based interaction metaphor', 'multi-modal system', '3d haptic device', 'tubular structure', 'diameter', 'centreline', 'turn', 'new paradigms']",0.1111111111111111,0.3333333333333333,0.16666666666666666,6,18,0.2,0.16666666666666666,0.1818181818181818,0.1,0.16666666666666666,0.125,0.13333333333333333,0.3333333333333333,0.19047619047619044,0.5024153383757499,0.2611832611832612
"['image compression', 'multilayered representation', 'image representation', 'piecewise smooth regions layer', 'textures layer', 'multilayered decomposition algorithm', 'residual part', 'sparse representation', 'basis functions']","['multilayered image representation', 'images', 'image compression', 'coherent layers', 'different transform', 'basis', 'multilayered decomposition algorithm', 'application', 'lossy way', 'piecewise smooth regions layer', 'fact', 'lot', 'new paradigm', 'main contribution', 'multilayer approach', 'large trend', 'strength', 'superposition', 'reasonable account', 'work', 'cascade', 'oscillatory patterns', 'video coding', 'data', 'combination', 'local transients', 'iteration', 'residuals', 'significant structures', 'capabilities']",0.1,0.3333333333333333,0.15384615384615383,9,30,0.2,0.1111111111111111,0.14285714285714285,0.3,0.3333333333333333,0.3157894736842105,0.2,0.3333333333333333,0.25,0.5400274449093431,0.2687830687830688
"['adaptive fuzzy control', 'fuel cells', 'radial basis function neural networks identification model', 'rule database']","['mcfc stack', 'adaptive fuzzy control', 'nonlinear modeling', 'back-propagation algorithm', 'fuel cells', 'operating temperature', 'simulation results', 'neural networks model', 'performance', 'availability', 'data', 'stack', 'design procedures', 'input-output', 'ready', 'effectiveness', 'rule database', 'synthesis', 'parameters', 'specified range', 'paper']",0.14285714285714285,0.75,0.24,4,21,0.4,0.5,0.4444444444444445,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.5772392697932421,0.314572192513369
"['cellular automata', 'iteration time', 'adjacent cell vacancy', 'arching signatures', 'jamming', 'disruptive interference', 'exit dynamics', 'confined pedestrians']","['pedestrians', 'room', 'exit dynamics', 'power-law behavior', 'disruptive interference', 'bursts', 'higher', 'doors', 'simple rules', 'accordance', 'signatures', 'jamming', 'physical capability relative', 'adjacent cell vacancy', 'neighbors', 'compulsion', 'soonest possible time', 'iteration time', 'cellular automata', 'streaming', 'path', 'yield', 'likely', 'slope', 'burst-size frequency distribution', 'power-law curve', 'cell dimension', 'greater', 'collective slow-down', 'anxious ones', 'counterintuitive result']",0.1935483870967742,0.75,0.30769230769230765,8,31,0.4,0.25,0.3076923076923077,0.2,0.25,0.22222222222222224,0.26666666666666666,0.5,0.3478260869565218,0.5753529844860245,0.2934329194197616
"['stock market returns', 'empirical statistical observations', 'invariant measures', 'statistical quantities']","['stock market dynamics', 'properties', 'recurrent', 'returns', 'invariant measures', 'high uncertainties', 'present', 'statistical quantities', 'low-dimensional chaotic trajectory', 'reason', 'addition', 'low-dimensional dynamical systems', 'able', 'evolution', 'modeling', 'analysis', 'time', 'data', 'index']",0.10526315789473684,0.5,0.17391304347826086,4,19,0.2,0.25,0.22222222222222224,0.2,0.5,0.28571428571428575,0.13333333333333333,0.5,0.2105263157894737,0.45058905097467805,0.20773809523809522
"['foreign exchange markets', 'efficiency', 'exchange rates', 'statistical forecast', 'quote sequence', 'trading rule']","['tick', 'antipersistent markov behavior', 'data', 'log-price fluctuations', 'high-frequency', 'quantitative check', 'foreign exchange markets', 'size', 'possibility', 'principle', 'efficiency', 'deutsche mark exchange rates', 'statistical forecast', 'available information', 'quote sequence', 'profitable', 'particular trading rule']",0.23529411764705882,0.6666666666666666,0.3478260869565218,6,17,0.0,0.0,0.0,0.1,0.16666666666666666,0.125,0.26666666666666666,0.6666666666666666,0.3809523809523809,0.4816561774071347,0.24228169491327384
"['digital control systems', 'causality constraint', 'optimal causal control laws', 'integer multiples']","['systems', 'models', 'predictive control', 'non-uniform updating', 'rates', 'gpc -rrb- design', 'non-uniformly', 'account', 'main obstacle', 'design constraint', 'integer multiples', 'sampling patterns', 'state-space domain', 'so-called causality constraint', 'special cases', 'optimal causal control laws', 'solution', 'new gpc algorithm', 'paper', 'base period']",0.1,0.5,0.16666666666666669,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.37824002737652773,0.14488636363636365
"['decoherence', 'engineering constraints', 'scalable quantum computing devices']","['decoherence', 'solid-state quantum', 'proposals', 'solution', 'design', 'logical qubit', 'problems', 'pulse sequences', 'particular', 'devices', 'major concerns', 'interaction', 'environment', 'single-qubit operations', 'need', 'severe engineering constraints', 'efficient set', 'comprehensive encoding', 'order']",0.05263157894736842,0.3333333333333333,0.09090909090909091,3,19,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.6813523864318414,0.42857142857142855
"['quantum field', 'quantum fluctuations']","['quantum field', 'higher-order squeezing', 'system', 'phase control', 'pump', 'constructive two-photon interference', 'relationship', 'two-photon source', 'higher-order quantum fluctuations', 'recent experiment', 'nonclassical feature', 'second', 'proper choice', 'quadrature components', 'efficient', 'advantage', 'phys', 'mixing', 'paper', 'phase-dependent photon statistics']",0.05,0.5,0.09090909090909091,2,20,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.06666666666666667,0.5,0.11764705882352941,0.7506416640794558,0.5476190476190477
"['finite sample properties', 'confidence intervals', 'financial economics', 'asset returns', 'long horizons', 'asymptotic properties', 'detrended fluctuation analysis', 'periodogram regression methods', 'heuristic values']","['periodogram regression methods', 'confidence intervals', 'finite sample properties', 'values', 'dfa statistics', 'long-range dependence', 'asset returns', 'major issue', 'financial economics', 'behavior', 'simulated series', 'approximate', 'long horizons', 'gaussian white noise', 'different lengths', 'accuracy', 'fluctuation analysis', 'empirical', 'important', 'asymptotic properties', 'unanimous winner', 'asymptotic distribution theory', 'able', 'close', 'authors']",0.28,0.7777777777777778,0.4117647058823529,9,25,0.6,0.3333333333333333,0.42857142857142855,0.5,0.5555555555555556,0.5263157894736842,0.4,0.6666666666666666,0.5,0.863542630428195,0.6227988061321394
"['artificial neural network', 'receptor affinity distribution', 'olfaction', 'linear threshold element', 'sensory neurons', 'linear separability', 'odorant discriminator']","['odorant discriminator', 'single', 'computational capacity', 'linear threshold element', 'linear separability', 'curves', 'system', 'range', 'study', 'odorant concentrations', 'olfactory bulb', 'embedded', 'potential computational properties', 'quantitative analysis', 'aim', 'mathematical formulation', 'responsible', 'probabilistic receptor affinity distribution model', 'olfaction', 'problem', 'large-dimensional space', 'background odorants', 'outputs', 'collection', 'realizable', 'artificial neural network', 'method', 'possible', 'finite-size scaling analysis']",0.1724137931034483,0.7142857142857143,0.2777777777777778,7,29,0.6,0.42857142857142855,0.5,0.3,0.42857142857142855,0.3529411764705882,0.2,0.42857142857142855,0.27272727272727276,0.7314642239502239,0.4220638444747103
['wavelength services'],"['wavelength services', 'expectations', 'ad nauseam', 'quick turn-up time', 'years', 'reasons', 'industry', 'impressive margins', 'lukewarm reception', 'convinced', 'confusion', 'technology', 'wave']",0.07692307692307693,1.0,0.14285714285714288,1,13,0.2,1.0,0.33333333333333337,0.1,1.0,0.18181818181818182,0.07692307692307693,1.0,0.14285714285714288,1.0,1.0
"['quality expectations', 'ghost field', 'percolative phase transition', 'stationary state']","['mass media', 'marketing model', 'social percolation', 'quality', 'weisbuch', 'solomon', 'people', 'ghost field', 'product', 'influence', 'analogous', 'higher', 'neighbours', 'percolative phase transition', 'additional information', 'time', 'stationary state']",0.17647058823529413,0.75,0.2857142857142857,4,17,0.0,0.0,0.0,0.1,0.25,0.14285714285714288,0.13333333333333333,0.5,0.2105263157894737,0.4085890469477511,0.16663748832866482
"['economics', 'quantum game theory']","['markets', 'economics', 'approach', 'quantum-like description', 'quantum market games', 'roots']",0.16666666666666666,0.5,0.25,2,6,0.2,0.5,0.28571428571428575,0.16666666666666666,0.5,0.25,0.16666666666666666,0.5,0.25,0.5912352048230278,0.39285714285714285
"['information network structuring', 'sewage conduits', 'communications infrastructure', 'information control facilities', 'information transmission network']","['sewage conduits', 'sewer optical fiber teleway', 'information network', 'electrical facility construction work', 'network plan', 'total distance', 'soft', 'city', 'tokyo', 'communications infrastructure', 'structuring', 'adjustment', 'march', 'use', 'demand', 'end', 'project', 'sewerage', 'advanced information society', 'advent', 'final stage', 'bureau', 'information control facilities', 'places inclusive', 'intention', 'paper']",0.11538461538461539,0.6,0.1935483870967742,5,26,0.2,0.2,0.20000000000000004,0.2,0.4,0.26666666666666666,0.13333333333333333,0.4,0.2,0.6515371151459207,0.3375155279503106
"['friction compensator', 'pneumatic control valves', 'stiction compensation', 'industrial controllers', 'standard control']","['control signal', 'friction compensator', 'pneumatic control valves', 'procedure', 'stiction', 'pulses', 'static friction', 'characteristics', 'stick-slip motion', 'industrial experiences']",0.2,0.4,0.26666666666666666,5,10,0.4,0.4,0.4000000000000001,0.2,0.4,0.26666666666666666,0.2,0.4,0.26666666666666666,0.6589070122245674,0.4641025641025641
"['synthetic images', 'perceptual color differences', 'image rendering', 'color images', 'perceptually based metrics', 'visual quality', 'digital simulations', 'pixel by pixel metric', 'local distance map', 'global value', 'recursive subdivision', 'adaptative distance map']","['synthetic images', 'metrics', 'llab color space', 'new methodology', 'local distance map', 'quality image metrics', 'perception', 'digital simulations', 'quantitative comparisons', 'need', 'response', 'paper', 'problem', 'determination', 'visual quality', 'modification', 'answer', 'importance', 'pair', 'image rendering processes', 'pixel', 'rougher', 'improvement', 'global value', 'essential', 'recursive subdivision', 'expensive']",0.2222222222222222,0.5,0.30769230769230765,12,27,0.4,0.16666666666666666,0.23529411764705882,0.3,0.25,0.2727272727272727,0.26666666666666666,0.3333333333333333,0.2962962962962963,0.7037975694949709,0.388548951048951
"['color plane interpolation', 'alternating projections', 'digital cameras', 'demosaicing', 'color filter arrays', 'color artifacts']","['technique', 'sample red', 'blue colors', 'color plane interpolation', 'new', 'green', 'inter-channel correlation', 'state-of-the-art', 'pixel', 'location', 'paper', 'visible color artifacts', 'specific pattern', 'color filter arrays', 'alternating-projections scheme', 'digital camera pipeline', 'images', 'important tasks', 'terms', 'mean square error', 'values']",0.09523809523809523,0.3333333333333333,0.14814814814814814,6,21,0.2,0.16666666666666666,0.1818181818181818,0.1,0.16666666666666666,0.125,0.13333333333333333,0.3333333333333333,0.19047619047619044,0.4702102400175651,0.22547619047619047
